0	0	0	0.0
0	0	1	0.0
0	0	2	0.0
0	0	3	0.0
0	0	4	0.0
0	0	5	0.0
0	0	6	0.0
0	0	7	0.0
0	0	8	0.0
0	0	9	0.0
0	0	10	0.0
0	0	11	0.0
0	0	12	0.0
0	0	13	0.0
0	0	14	0.0
0	0	15	0.0
0	0	16	0.0
0	0	17	0.0
0	0	18	0.0
0	0	19	0.0
0	1	0	0.0
0	1	1	0.8414709848078965
0	1	2	1.682941969615793
0	1	3	2.5244129544236893
0	1	4	3.365883939231586
0	1	5	4.207354924039483
0	1	6	5.048825908847379
0	1	7	5.890296893655275
0	1	8	6.731767878463172
0	1	9	7.573238863271069
0	1	10	8.414709848078965
0	1	11	9.256180832886862
0	1	12	10.097651817694757
0	1	13	10.939122802502654
0	1	14	11.78059378731055
0	1	15	12.622064772118447
0	1	16	13.463535756926344
0	1	17	14.30500674173424
0	1	18	15.146477726542138
0	1	19	15.987948711350034
0	2	0	0.0
0	2	1	0.9092974268256817
0	2	2	1.8185948536513634
0	2	3	2.727892280477045
0	2	4	3.637189707302727
0	2	5	4.546487134128409
0	2	6	5.45578456095409
0	2	7	6.365081987779772
0	2	8	7.274379414605454
0	2	9	8.183676841431135
0	2	10	9.092974268256818
0	2	11	10.002271695082499
0	2	12	10.91156912190818
0	2	13	11.820866548733862
0	2	14	12.730163975559543
0	2	15	13.639461402385226
0	2	16	14.548758829210907
0	2	17	15.458056256036588
0	2	18	16.36735368286227
0	2	19	17.276651109687954
0	3	0	0.0
0	3	1	0.1411200080598672
0	3	2	0.2822400161197344
0	3	3	0.4233600241796016
0	3	4	0.5644800322394689
0	3	5	0.7056000402993361
0	3	6	0.8467200483592032
0	3	7	0.9878400564190705
0	3	8	1.1289600644789377
0	3	9	1.2700800725388048
0	3	10	1.4112000805986722
0	3	11	1.5523200886585393
0	3	12	1.6934400967184065
0	3	13	1.8345601047782738
0	3	14	1.975680112838141
0	3	15	2.116800120898008
0	3	16	2.2579201289578754
0	3	17	2.3990401370177428
0	3	18	2.5401601450776097
0	3	19	2.681280153137477
0	4	0	0.0
0	4	1	-0.7568024953079282
0	4	2	-1.5136049906158564
0	4	3	-2.2704074859237844
0	4	4	-3.027209981231713
0	4	5	-3.7840124765396412
0	4	6	-4.540814971847569
0	4	7	-5.297617467155497
0	4	8	-6.054419962463426
0	4	9	-6.811222457771354
0	4	10	-7.5680249530792825
0	4	11	-8.324827448387211
0	4	12	-9.081629943695138
0	4	13	-9.838432439003066
0	4	14	-10.595234934310994
